,HCPex_label,MMP_label,RegionName1,RegionName2,CortexDivision_label,CortexDivision_name,Long_name
397,398,365,R_LD,LD R,23,Thalamic Nuclei,Thal_Laterodorsal_R
398,399,366,R_LGN,LGN R,23,Thalamic Nuclei,Thal_Lateral_Geniculate_R
399,400,367,R_LP,LP R,23,Thalamic Nuclei,Thal_Lateral_Posterior_R
400,401,368,R_L-Sg,L-Sg R,23,Thalamic Nuclei,Thal_Limitans_Suprageniculate_R
401,402,369,R_MDl,MDl R,23,Thalamic Nuclei,Thal_Mediodorsolateral_parvocellular_R
402,403,370,R_MDm,MDm R,23,Thalamic Nuclei,Thal_Mediodorsomedial_magnocellular_R
403,404,371,R_MGN,MGN R,23,Thalamic Nuclei,Thal_Medial_Geniculate_R
404,405,372,R_MV(Re),MV(Re) R,23,Thalamic Nuclei,Thal_Reuniens_R
405,406,373,R_Pf,Pf R,23,Thalamic Nuclei,Thal_Parafascicular_R
406,407,374,R_PuA,PuA R,23,Thalamic Nuclei,Thal_Pulvinar_anterior_R
407,408,375,R_PuI,PuI R,23,Thalamic Nuclei,Thal_Pulvinar_inferior_R
408,409,376,R_PuL,PuL R,23,Thalamic Nuclei,Thal_Pulvinar_lateral_R
409,410,377,R_PuM,PuM R,23,Thalamic Nuclei,Thal_Pulvinar_medial_R
410,411,378,R_VA,VA R,23,Thalamic Nuclei,Thal_Ventral_Anterior_R
411,412,379,R_VLa,VLa R,23,Thalamic Nuclei,Thal_Ventral_Lateral_Anterior_R
412,413,380,R_VLp,VLp R,23,Thalamic Nuclei,Thal_Ventral_Lateral_Posterior_R
413,414,381,R_VPL,VPL R,23,Thalamic Nuclei,Thal_Ventral_posterolateral_R
414,415,382,R_Putam,Putam R,24,Subcortical Region,Putamen_R
415,416,383,R_Caud,Caud R,24,Subcortical Region,Caudate_R
416,417,384,R_NAc,NAc R,24,Subcortical Region,Nucleus_Accumbens_R
417,418,385,R_Gpe,Gpe R,24,Subcortical Region,Globus_pallidus_externalis_R
418,419,386,R_Gpi,Gpi R,24,Subcortical Region,Globus_pallidus_internalis_R
419,420,387,R_Amyg,Amyg R,24,Subcortical Region,Amygdala_R
420,421,388,R_SNpc,SNpc R,24,Subcortical Region,Substantia_nigra_pars_compacta_R
421,422,389,R_SNpr,SNpr R,24,Subcortical Region,Substantia_nigra_pars_reticulata_R
422,423,390,R_VTA,VTA R,24,Subcortical Region,Ventral_tegmenta_area_R
423,424,391,R_MB,MB R,24,Subcortical Region,Mammillary_bodies_R
424,425,392,R_Septum,Septum R,24,Subcortical Region,Septal_nucleus_R
425,426,393,R_Nb,Nb R,24,Subcortical Region,Nuclei_basal_R
